BaseItemTypesKey,ItemCurrentLevel,Experience
"<5215, 0>",8,180085
"<5215, 0>",9,349680
"<5215, 0>",10,633439
"<5215, 0>",11,1087435
"<5215, 0>",12,1790563
"<5215, 0>",13,2851786
"<5215, 0>",14,4917656
"<5215, 0>",15,7424766
"<5215, 0>",16,13223702
"<5215, 0>",17,28307621
"<5215, 0>",18,56100356
"<5215, 0>",19,99970095
"<5215, 0>",20,342051651
"<5216, 0>",1,0
"<5216, 0>",2,15249
"<5216, 0>",3,56766
"<5216, 0>",4,138749
"<5216, 0>",5,286717
"<5216, 0>",6,537274
"<5216, 0>",7,942360
"<5216, 0>",8,1390078
"<5216, 0>",9,2005396
"<5216, 0>",10,2840035
"<5216, 0>",11,4410795
"<5216, 0>",12,6044782
"<5216, 0>",13,8195812
"<5216, 0>",14,11008001
"<5216, 0>",15,16107361
"<5216, 0>",16,25508092
"<5216, 0>",17,40781458
"<5216, 0>",18,67068040
"<5216, 0>",19,129958630
"<5216, 0>",20,342004647
"<5217, 0>",1,0
"<5217, 0>",2,70
"<5217, 0>",3,378
"<5217, 0>",4,1932
"<5217, 0>",5,8599
"<5217, 0>",6,34646
"<5217, 0>",7,84371
"<5217, 0>",8,180085
"<5217, 0>",9,349680
"<5217, 0>",10,633439
"<5217, 0>",11,1087435
"<5217, 0>",12,1790563
"<5217, 0>",13,2851786
"<5217, 0>",14,4917656
"<5217, 0>",15,7424766
"<5217, 0>",16,13223702
"<5217, 0>",17,28307621
"<5217, 0>",18,56100356
"<5217, 0>",19,99970095
"<5217, 0>",20,342051651
"<5218, 0>",1,0
"<5218, 0>",2,70
"<5218, 0>",3,378
"<5218, 0>",4,1932
"<5218, 0>",5,8599
"<5218, 0>",6,34646
"<5218, 0>",7,84371
"<5218, 0>",8,180085
"<5218, 0>",9,349680
"<5218, 0>",10,633439
"<5218, 0>",11,1087435
"<5218, 0>",12,1790563
"<5218, 0>",13,2851786
"<5218, 0>",14,4917656
"<5218, 0>",15,7424766
"<5218, 0>",16,13223702
"<5218, 0>",17,28307621
"<5218, 0>",18,56100356
"<5218, 0>",19,99970095
"<5218, 0>",20,342051651
"<5219, 0>",1,0
"<5219, 0>",2,841
"<5219, 0>",3,3940
"<5219, 0>",4,11373
"<5219, 0>",5,34268
"<5219, 0>",6,83993
"<5219, 0>",7,179707
"<5219, 0>",8,349302
"<5219, 0>",9,633061
"<5219, 0>",10,1087057
"<5219, 0>",11,1790185
"<5219, 0>",12,2851408
"<5219, 0>",13,4917278
"<5219, 0>",14,7424388
"<5219, 0>",15,9998119
"<5219, 0>",16,17609470
"<5219, 0>",17,31047378
"<5219, 0>",18,56099525
"<5219, 0>",19,99968961
"<5219, 0>",20,342050139
"<5220, 0>",1,0
"<5220, 0>",2,9569
"<5220, 0>",3,37758
"<5220, 0>",4,96904
"<5220, 0>",5,208096
"<5220, 0>",6,401896
"<5220, 0>",7,722176
"<5220, 0>",8,1081266
"<5220, 0>",9,1579774
"<5220, 0>",10,2261831
"<5220, 0>",11,3183608
"<5220, 0>",12,4911487
"<5220, 0>",13,6703256
"<5220, 0>",14,9056935
"<5220, 0>",15,12127847
"<5220, 0>",16,21223313
"<5220, 0>",17,37263203
"<5220, 0>",18,67080320
"<5220, 0>",19,129975376
"<5220, 0>",20,342026975
"<5221, 0>",1,0
"<5221, 0>",2,252595
"<5221, 0>",3,566989
"<5221, 0>",4,955723
"<5221, 0>",5,1433160
"<5221, 0>",6,2016946
"<5221, 0>",7,2727305
"<5221, 0>",8,4082816
"<5221, 0>",9,5221693
"<5221, 0>",10,6589926
"<5221, 0>",11,8228264
"<5221, 0>",12,10184912
"<5221, 0>",13,13840096
"<5221, 0>",14,16857423
"<5221, 0>",15,20433655
"<5221, 0>",16,29598386
"<5221, 0>",17,47459814
"<5221, 0>",18,93492200
"<5221, 0>",19,180740239
"<5221, 0>",20,338712291
"<5222, 0>",1,0
"<5222, 0>",2,15249
"<5222, 0>",3,56766
"<5222, 0>",4,138749
"<5222, 0>",5,286717
"<5222, 0>",6,537274
"<5222, 0>",7,942360
"<5222, 0>",8,1390078
"<5222, 0>",9,2005396
"<5222, 0>",10,2840035
"<5222, 0>",11,4410795
"<5222, 0>",12,6044782
"<5222, 0>",13,8195812
"<5222, 0>",14,11008001
"<5222, 0>",15,16107361
"<5222, 0>",16,25508092
"<5222, 0>",17,40781458
"<5222, 0>",18,67068040
"<5222, 0>",19,129958630
"<5222, 0>",20,342004647
"<5223, 0>",1,0
"<5223, 0>",2,199345
"<5223, 0>",3,485160
"<5223, 0>",4,886504
"<5223, 0>",5,1440883
"<5223, 0>",6,1918320
"<5223, 0>",7,2502106
"<5223, 0>",8,3212465
"<5223, 0>",9,4567976
"<5223, 0>",10,5706853
"<5223, 0>",11,7075086
"<5223, 0>",12,8713424
"<5223, 0>",13,10670072
"<5223, 0>",14,14325256
"<5223, 0>",15,17342583
"<5223, 0>",16,25102578
"<5223, 0>",17,40240771
"<5223, 0>",18,66324596
"<5223, 0>",19,128944843
"<5223, 0>",20,340652931
"<5224, 0>",1,0
"<5224, 0>",2,15249
"<5224, 0>",3,56766
"<5224, 0>",4,138749
"<5224, 0>",5,286717
"<5224, 0>",6,537274
"<5224, 0>",7,942360
"<5224, 0>",8,1390078
"<5224, 0>",9,2005396
"<5224, 0>",10,2840035
"<5224, 0>",11,4410795
"<5224, 0>",12,6044782
"<5224, 0>",13,8195812
"<5224, 0>",14,11008001
"<5224, 0>",15,16107361
"<5224, 0>",16,25508092
"<5224, 0>",17,40781458
"<5224, 0>",18,67068040
"<5224, 0>",19,129958630
"<5224, 0>",20,342004647
"<5226, 0>",1,0
"<5226, 0>",2,841
"<5226, 0>",3,3940
"<5226, 0>",4,11373
"<5226, 0>",5,34268
"<5226, 0>",6,83993
"<5226, 0>",7,179707
"<5226, 0>",8,349302
"<5226, 0>",9,633061
"<5226, 0>",10,1087057
"<5226, 0>",11,1790185
"<5226, 0>",12,2851408
"<5226, 0>",13,4917278
"<5226, 0>",14,7424388
"<5226, 0>",15,9998119
"<5226, 0>",16,17609470
"<5226, 0>",17,31047378
"<5226, 0>",18,56099525
"<5226, 0>",19,99968961
"<5226, 0>",20,342050139
"<5227, 0>",1,0
"<5227, 0>",2,70
"<5227, 0>",3,378
"<5227, 0>",4,1932
"<5227, 0>",5,8599
"<5227, 0>",6,34646
"<5227, 0>",7,84371
"<5227, 0>",8,180085
"<5227, 0>",9,349680
"<5227, 0>",10,633439
"<5227, 0>",11,1087435
"<5227, 0>",12,1790563
"<5227, 0>",13,2851786
"<5227, 0>",14,4917656
"<5227, 0>",15,7424766
"<5227, 0>",16,13223702
"<5227, 0>",17,28307621
"<5227, 0>",18,56100356
"<5227, 0>",19,99970095
"<5227, 0>",20,342051651
"<5228, 0>",1,0
"<5228, 0>",2,15249
"<5228, 0>",3,56766
"<5228, 0>",4,138749
"<5228, 0>",5,286717
"<5228, 0>",6,537274
"<5228, 0>",7,942360
"<5228, 0>",8,1390078
"<5228, 0>",9,2005396
"<5228, 0>",10,2840035
"<5228, 0>",11,4410795
"<5228, 0>",12,6044782
"<5228, 0>",13,8195812
"<5228, 0>",14,11008001
"<5228, 0>",15,16107361
"<5228, 0>",16,25508092
"<5228, 0>",17,40781458
"<5228, 0>",18,67068040
"<5228, 0>",19,129958630
"<5228, 0>",20,342004647
"<5229, 0>",1,0
"<5229, 0>",2,49725
"<5229, 0>",3,145439
"<5229, 0>",4,315034
"<5229, 0>",5,514379
"<5229, 0>",6,800194
"<5229, 0>",7,1201538
"<5229, 0>",8,1755917
"<5229, 0>",9,2510966
"<5229, 0>",10,3527499
"<5229, 0>",11,5426101
"<5229, 0>",12,7390120
"<5229, 0>",13,9963851
"<5229, 0>",14,14640290
"<5229, 0>",15,17657617
"<5229, 0>",16,25480618
"<5229, 0>",17,40744826
"<5229, 0>",18,67017671
"<5229, 0>",19,129889945
"<5229, 0>",20,341913067
"<5230, 0>",1,0
"<5230, 0>",2,70
"<5230, 0>",3,378
"<5230, 0>",4,1932
"<5230, 0>",5,8599
"<5230, 0>",6,34646
"<5230, 0>",7,84371
"<5230, 0>",8,180085
"<5230, 0>",9,349680
"<5230, 0>",10,633439
"<5230, 0>",11,1087435
"<5230, 0>",12,1790563
"<5230, 0>",13,2851786
"<5230, 0>",14,4917656
"<5230, 0>",15,7424766
"<5230, 0>",16,13223702
"<5230, 0>",17,28307621
"<5230, 0>",18,56100356
"<5230, 0>",19,99970095
"<5230, 0>",20,342051651
"<5231, 0>",1,0
"<5231, 0>",2,15249
"<5231, 0>",3,56766
"<5231, 0>",4,138749
"<5231, 0>",5,286717
"<5231, 0>",6,537274
"<5231, 0>",7,942360
"<5231, 0>",8,1390078
"<5231, 0>",9,2005396
"<5231, 0>",10,2840035
"<5231, 0>",11,4410795
"<5231, 0>",12,6044782
"<5231, 0>",13,8195812
"<5231, 0>",14,11008001
"<5231, 0>",15,16107361
"<5231, 0>",16,25508092
"<5231, 0>",17,40781458
"<5231, 0>",18,67068040
"<5231, 0>",19,129958630
"<5231, 0>",20,342004647
"<5232, 0>",1,0
"<5232, 0>",2,70
"<5232, 0>",3,378
"<5232, 0>",4,1932
"<5232, 0>",5,8599
"<5232, 0>",6,34646
"<5232, 0>",7,84371
"<5232, 0>",8,180085
"<5232, 0>",9,349680
"<5232, 0>",10,633439
"<5232, 0>",11,1087435
"<5232, 0>",12,1790563
"<5232, 0>",13,2851786
"<5232, 0>",14,4917656
"<5232, 0>",15,7424766
"<5232, 0>",16,13223702
"<5232, 0>",17,28307621
"<5232, 0>",18,56100356
"<5232, 0>",19,99970095
"<5232, 0>",20,342051651
"<5233, 0>",1,0
"<5233, 0>",2,70
"<5233, 0>",3,378
"<5233, 0>",4,1932
"<5233, 0>",5,8599
"<5233, 0>",6,34646
"<5233, 0>",7,84371
"<5233, 0>",8,180085
"<5233, 0>",9,349680
"<5233, 0>",10,633439
"<5233, 0>",11,1087435
"<5233, 0>",12,1790563
"<5233, 0>",13,2851786
"<5233, 0>",14,4917656
"<5233, 0>",15,7424766
"<5233, 0>",16,13223702
"<5233, 0>",17,28307621
"<5233, 0>",18,56100356
"<5233, 0>",19,99970095
"<5233, 0>",20,342051651
"<5234, 0>",1,0
"<5234, 0>",2,70
"<5234, 0>",3,378
"<5234, 0>",4,1932
"<5234, 0>",5,8599
"<5234, 0>",6,34646
"<5234, 0>",7,84371
"<5234, 0>",8,180085
"<5234, 0>",9,349680
"<5234, 0>",10,633439
"<5234, 0>",11,1087435
"<5234, 0>",12,1790563
"<5234, 0>",13,2851786
"<5234, 0>",14,4917656
"<5234, 0>",15,7424766
"<5234, 0>",16,13223702
"<5234, 0>",17,28307621
"<5234, 0>",18,56100356
"<5234, 0>",19,99970095
"<5234, 0>",20,342051651
"<5235, 0>",1,0
"<5235, 0>",2,9569
"<5235, 0>",3,37758
"<5235, 0>",4,96904
"<5235, 0>",5,208096
"<5235, 0>",6,401896
"<5235, 0>",7,722176
"<5235, 0>",8,1081266
"<5235, 0>",9,1579774
"<5235, 0>",10,2261831
"<5235, 0>",11,3183608
"<5235, 0>",12,4911487
"<5235, 0>",13,6703256
"<5235, 0>",14,9056935
"<5235, 0>",15,12127847
"<5235, 0>",16,21223313
"<5235, 0>",17,37263203
"<5235, 0>",18,67080320
"<5235, 0>",19,129975376
"<5235, 0>",20,342026975
"<5236, 0>",1,0
"<5236, 0>",2,15249
"<5236, 0>",3,56766
"<5236, 0>",4,138749
"<5236, 0>",5,286717
"<5236, 0>",6,537274
"<5236, 0>",7,942360
"<5236, 0>",8,1390078
"<5236, 0>",9,2005396
"<5236, 0>",10,2840035
"<5236, 0>",11,4410795
"<5236, 0>",12,6044782
"<5236, 0>",13,8195812
"<5236, 0>",14,11008001
"<5236, 0>",15,16107361
"<5236, 0>",16,25508092
"<5236, 0>",17,40781458
"<5236, 0>",18,67068040
"<5236, 0>",19,129958630
"<5236, 0>",20,342004647
"<5237, 0>",1,0
"<5237, 0>",2,69833
"<5237, 0>",3,198382
"<5237, 0>",4,352935
"<5237, 0>",5,578309
"<5237, 0>",6,898981
"<5237, 0>",7,1346699
"<5237, 0>",8,1962017
"<5237, 0>",9,2796656
"<5237, 0>",10,4367416
"<5237, 0>",11,6001403
"<5237, 0>",12,8152433
"<5237, 0>",13,10964622
"<5237, 0>",14,14619806
"<5237, 0>",15,17637133
"<5237, 0>",16,25456038
"<5237, 0>",17,40712051
"<5237, 0>",18,66972606
"<5237, 0>",19,129828493
"<5237, 0>",20,341831131
"<5238, 0>",1,0
"<5238, 0>",2,15249
"<5238, 0>",3,56766
"<5238, 0>",4,138749
"<5238, 0>",5,286717
"<5238, 0>",6,537274
"<5238, 0>",7,942360
"<5238, 0>",8,1390078
"<5238, 0>",9,2005396
"<5238, 0>",10,2840035
"<5238, 0>",11,4410795
"<5238, 0>",12,6044782
"<5238, 0>",13,8195812
"<5238, 0>",14,11008001
"<5238, 0>",15,16107361
"<5238, 0>",16,25508092
"<5238, 0>",17,40781458
"<5238, 0>",18,67068040
"<5238, 0>",19,129958630
"<5238, 0>",20,342004647
"<5239, 0>",1,0
"<5239, 0>",2,70
"<5239, 0>",3,378
"<5239, 0>",4,1932
"<5239, 0>",5,8599
"<5239, 0>",6,34646
"<5239, 0>",7,84371
"<5239, 0>",8,180085
"<5239, 0>",9,349680
"<5239, 0>",10,633439
"<5239, 0>",11,1087435
"<5239, 0>",12,1790563
"<5239, 0>",13,2851786
"<5239, 0>",14,4917656
"<5239, 0>",15,7424766
"<5239, 0>",16,13223702
"<5239, 0>",17,28307621
"<5239, 0>",18,56100356
"<5239, 0>",19,99970095
"<5239, 0>",20,342051651
"<5240, 0>",1,0
"<5240, 0>",2,9569
"<5240, 0>",3,37758
"<5240, 0>",4,96904
"<5240, 0>",5,208096
"<5240, 0>",6,401896
"<5240, 0>",7,722176
"<5240, 0>",8,1081266
"<5240, 0>",9,1579774
"<5240, 0>",10,2261831
"<5240, 0>",11,3183608
"<5240, 0>",12,4911487
"<5240, 0>",13,6703256
"<5240, 0>",14,9056935
"<5240, 0>",15,12127847
"<5240, 0>",16,21223313
"<5240, 0>",17,37263203
"<5240, 0>",18,67080320
"<5240, 0>",19,129975376
"<5240, 0>",20,342026975
"<5241, 0>",1,0
"<5241, 0>",2,118383
"<5241, 0>",3,294199
"<5241, 0>",4,548260
"<5241, 0>",5,907350
"<5241, 0>",6,1405858
"<5241, 0>",7,2087915
"<5241, 0>",8,3009692
"<5241, 0>",9,4737571
"<5241, 0>",10,5876448
"<5241, 0>",11,7244681
"<5241, 0>",12,8883019
"<5241, 0>",13,10839667
"<5241, 0>",14,14494851
"<5241, 0>",15,17512178
"<5241, 0>",16,25306092
"<5241, 0>",17,40512123
"<5241, 0>",18,66697705
"<5241, 0>",19,129453628
"<5241, 0>",20,341331311
"<5242, 0>",1,0
"<5242, 0>",2,118383
"<5242, 0>",3,294199
"<5242, 0>",4,548260
"<5242, 0>",5,907350
"<5242, 0>",6,1405858
"<5242, 0>",7,2087915
"<5242, 0>",8,3009692
"<5242, 0>",9,4737571
"<5242, 0>",10,5876448
"<5242, 0>",11,7244681
"<5242, 0>",12,8883019
"<5242, 0>",13,10839667
"<5242, 0>",14,14494851
"<5242, 0>",15,17512178
"<5242, 0>",16,25306092
"<5242, 0>",17,40512123
"<5242, 0>",18,66697705
"<5242, 0>",19,129453628
"<5242, 0>",20,341331311
"<5243, 0>",1,0
"<5243, 0>",2,118383
"<5243, 0>",3,294199
"<5243, 0>",4,548260
"<5243, 0>",5,907350
"<5243, 0>",6,1405858
"<5243, 0>",7,2087915
"<5243, 0>",8,3009692
"<5243, 0>",9,4737571
"<5243, 0>",10,5876448
"<5243, 0>",11,7244681
"<5243, 0>",12,8883019
"<5243, 0>",13,10839667
"<5243, 0>",14,14494851
"<5243, 0>",15,17512178
"<5243, 0>",16,25306092
"<5243, 0>",17,40512123
"<5243, 0>",18,66697705
"<5243, 0>",19,129453628
"<5243, 0>",20,341331311
"<5244, 0>",1,0
"<5244, 0>",2,70
"<5244, 0>",3,378
"<5244, 0>",4,1932
"<5244, 0>",5,8599
"<5244, 0>",6,34646
"<5244, 0>",7,84371
"<5244, 0>",8,180085
"<5244, 0>",9,349680
"<5244, 0>",10,633439
"<5244, 0>",11,1087435
"<5244, 0>",12,1790563
"<5244, 0>",13,2851786
"<5244, 0>",14,4917656
"<5244, 0>",15,7424766
"<5244, 0>",16,13223702
"<5244, 0>",17,28307621
"<5244, 0>",18,56100356
"<5244, 0>",19,99970095
"<5244, 0>",20,342051651
"<5245, 0>",1,0
"<5245, 0>",2,15249
"<5245, 0>",3,56766
"<5245, 0>",4,138749
"<5245, 0>",5,286717
"<5245, 0>",6,537274
"<5245, 0>",7,942360
"<5245, 0>",8,1390078
"<5245, 0>",9,2005396
"<5245, 0>",10,2840035
"<5245, 0>",11,4410795
"<5245, 0>",12,6044782
"<5245, 0>",13,8195812
"<5245, 0>",14,11008001
"<5245, 0>",15,16107361
"<5245, 0>",16,25508092
"<5245, 0>",17,40781458
"<5245, 0>",18,67068040
"<5245, 0>",19,129958630
"<5245, 0>",20,342004647
"<5214, 0>",1,0
"<5214, 0>",2,118383
"<5214, 0>",3,294199
"<5214, 0>",4,548260
"<5214, 0>",5,907350
"<5214, 0>",6,1405858
"<5214, 0>",7,2087915
"<5214, 0>",8,3009692
"<5214, 0>",9,4737571
"<5214, 0>",10,5876448
"<5214, 0>",11,7244681
"<5214, 0>",12,8883019
"<5214, 0>",13,10839667
"<5214, 0>",14,14494851
"<5214, 0>",15,17512178
"<5214, 0>",16,25306092
"<5214, 0>",17,40512123
"<5214, 0>",18,66697705
"<5214, 0>",19,129453628
"<5214, 0>",20,341331311
"<5246, 0>",1,0
"<5246, 0>",2,49725
"<5246, 0>",3,145439
"<5246, 0>",4,315034
"<5246, 0>",5,514379
"<5246, 0>",6,800194
"<5246, 0>",7,1201538
"<5246, 0>",8,1755917
"<5246, 0>",9,2510966
"<5246, 0>",10,3527499
"<5246, 0>",11,5426101
"<5246, 0>",12,7390120
"<5246, 0>",13,9963851
"<5246, 0>",14,14640290
"<5246, 0>",15,17657617
"<5246, 0>",16,25480618
"<5246, 0>",17,40744826
"<5246, 0>",18,67017671
"<5246, 0>",19,129889945
"<5246, 0>",20,341913067
"<5248, 0>",1,0
"<5248, 0>",2,70
"<5248, 0>",3,378
"<5248, 0>",4,1932
"<5248, 0>",5,8599
"<5248, 0>",6,34646
"<5248, 0>",7,84371
"<5248, 0>",8,180085
"<5248, 0>",9,349680
"<5248, 0>",10,633439
"<5248, 0>",11,1087435
"<5248, 0>",12,1790563
"<5248, 0>",13,2851786
"<5248, 0>",14,4917656
"<5248, 0>",15,7424766
"<5248, 0>",16,13223702
"<5248, 0>",17,28307621
"<5248, 0>",18,56100356
"<5248, 0>",19,99970095
"<5248, 0>",20,342051651
"<5249, 0>",1,0
"<5249, 0>",2,199345
"<5249, 0>",3,485160
"<5249, 0>",4,886504
"<5249, 0>",5,1440883
"<5249, 0>",6,1918320
"<5249, 0>",7,2502106
"<5249, 0>",8,3212465
"<5249, 0>",9,4567976
"<5249, 0>",10,5706853
"<5249, 0>",11,7075086
"<5249, 0>",12,8713424
"<5249, 0>",13,10670072
"<5249, 0>",14,14325256
"<5249, 0>",15,17342583
"<5249, 0>",16,25102578
"<5249, 0>",17,40240771
"<5249, 0>",18,66324596
"<5249, 0>",19,128944843
"<5249, 0>",20,340652931
"<5250, 0>",1,0
"<5250, 0>",2,199345
"<5250, 0>",3,485160
"<5250, 0>",4,886504
"<5250, 0>",5,1440883
"<5250, 0>",6,1918320
"<5250, 0>",7,2502106
"<5250, 0>",8,3212465
"<5250, 0>",9,4567976
"<5250, 0>",10,5706853
"<5250, 0>",11,7075086
"<5250, 0>",12,8713424
"<5250, 0>",13,10670072
"<5250, 0>",14,14325256
"<5250, 0>",15,17342583
"<5250, 0>",16,25102578
"<5250, 0>",17,40240771
"<5250, 0>",18,66324596
"<5250, 0>",19,128944843
"<5250, 0>",20,340652931
"<5251, 0>",1,0
"<5251, 0>",2,199345
"<5251, 0>",3,485160
"<5251, 0>",4,886504
"<5251, 0>",5,1440883
"<5251, 0>",6,1918320
"<5251, 0>",7,2502106
"<5251, 0>",8,3212465
"<5251, 0>",9,4567976
"<5251, 0>",10,5706853
"<5251, 0>",11,7075086
"<5251, 0>",12,8713424
"<5251, 0>",13,10670072
"<5251, 0>",14,14325256
"<5251, 0>",15,17342583
"<5251, 0>",16,25102578
"<5251, 0>",17,40240771
"<5251, 0>",18,66324596
"<5251, 0>",19,128944843
"<5251, 0>",20,340652931
"<5253, 0>",1,0
"<5253, 0>",2,285815
"<5253, 0>",3,538410
"<5253, 0>",4,852804
"<5253, 0>",5,1241538
"<5253, 0>",6,1718975
"<5253, 0>",7,2302761
"<5253, 0>",8,3013120
"<5253, 0>",9,4368631
"<5253, 0>",10,5507508
"<5253, 0>",11,6875741
"<5253, 0>",12,8514079
"<5253, 0>",13,10470727
"<5253, 0>",14,14125911
"<5253, 0>",15,17143238
"<5253, 0>",16,24863364
"<5253, 0>",17,39921819
"<5253, 0>",18,65886037
"<5253, 0>",19,128346808
"<5253, 0>",20,339855551
"<5254, 0>",1,0
"<5254, 0>",2,49725
"<5254, 0>",3,145439
"<5254, 0>",4,315034
"<5254, 0>",5,514379
"<5254, 0>",6,800194
"<5254, 0>",7,1201538
"<5254, 0>",8,1755917
"<5254, 0>",9,2510966
"<5254, 0>",10,3527499
"<5254, 0>",11,5426101
"<5254, 0>",12,7390120
"<5254, 0>",13,9963851
"<5254, 0>",14,14640290
"<5254, 0>",15,17657617
"<5254, 0>",16,25480618
"<5254, 0>",17,40744826
"<5254, 0>",18,67017671
"<5254, 0>",19,129889945
"<5254, 0>",20,341913067
"<5255, 0>",1,0
"<5255, 0>",2,49725
"<5255, 0>",3,145439
"<5255, 0>",4,315034
"<5255, 0>",5,514379
"<5255, 0>",6,800194
"<5255, 0>",7,1201538
"<5255, 0>",8,1755917
"<5255, 0>",9,2510966
"<5255, 0>",10,3527499
"<5255, 0>",11,5426101
"<5255, 0>",12,7390120
"<5255, 0>",13,9963851
"<5255, 0>",14,14640290
"<5255, 0>",15,17657617
"<5255, 0>",16,25480618
"<5255, 0>",17,40744826
"<5255, 0>",18,67017671
"<5255, 0>",19,129889945
"<5255, 0>",20,341913067
"<5256, 0>",1,0
"<5256, 0>",2,49725
"<5256, 0>",3,145439
"<5256, 0>",4,315034
"<5256, 0>",5,514379
"<5256, 0>",6,800194
"<5256, 0>",7,1201538
"<5256, 0>",8,1755917
"<5256, 0>",9,2510966
"<5256, 0>",10,3527499
"<5256, 0>",11,5426101
"<5256, 0>",12,7390120
"<5256, 0>",13,9963851
"<5256, 0>",14,14640290
"<5256, 0>",15,17657617
"<5256, 0>",16,25480618
"<5256, 0>",17,40744826
"<5256, 0>",18,67017671
"<5256, 0>",19,129889945
"<5256, 0>",20,341913067
"<5257, 0>",1,0
"<5257, 0>",2,49725
"<5257, 0>",3,145439
"<5257, 0>",4,315034
"<5257, 0>",5,514379
"<5257, 0>",6,800194
"<5257, 0>",7,1201538
"<5257, 0>",8,1755917
"<5257, 0>",9,2510966
"<5257, 0>",10,3527499
"<5257, 0>",11,5426101
"<5257, 0>",12,7390120
"<5257, 0>",13,9963851
"<5257, 0>",14,14640290
"<5257, 0>",15,17657617
"<5257, 0>",16,25480618
"<5257, 0>",17,40744826
"<5257, 0>",18,67017671
"<5257, 0>",19,129889945
"<5257, 0>",20,341913067
"<5258, 0>",1,0
"<5258, 0>",2,49725
"<5258, 0>",3,145439
"<5258, 0>",4,315034
"<5258, 0>",5,514379
"<5258, 0>",6,800194
"<5258, 0>",7,1201538
"<5258, 0>",8,1755917
"<5258, 0>",9,2510966
"<5258, 0>",10,3527499
"<5258, 0>",11,5426101
"<5258, 0>",12,7390120
"<5258, 0>",13,9963851
"<5258, 0>",14,14640290
"<5258, 0>",15,17657617
"<5258, 0>",16,25480618
"<5258, 0>",17,40744826
"<5258, 0>",18,67017671
"<5258, 0>",19,129889945
"<5258, 0>",20,341913067
"<5259, 0>",1,0
"<5259, 0>",2,49725
"<5259, 0>",3,145439
"<5259, 0>",4,315034
"<5259, 0>",5,514379
"<5259, 0>",6,800194
"<5259, 0>",7,1201538
"<5259, 0>",8,1755917
"<5259, 0>",9,2510966
"<5259, 0>",10,3527499
"<5259, 0>",11,5426101
"<5259, 0>",12,7390120
"<5259, 0>",13,9963851
"<5259, 0>",14,14640290
"<5259, 0>",15,17657617
"<5259, 0>",16,25480618
"<5259, 0>",17,40744826
"<5259, 0>",18,67017671
"<5259, 0>",19,129889945
"<5259, 0>",20,341913067
"<5260, 0>",1,0
"<5260, 0>",2,118383
"<5260, 0>",3,294199
"<5260, 0>",4,548260
"<5260, 0>",5,907350
"<5260, 0>",6,1405858
"<5260, 0>",7,2087915
"<5260, 0>",8,3009692
"<5260, 0>",9,4737571
"<5260, 0>",10,5876448
"<5260, 0>",11,7244681
"<5260, 0>",12,8883019
"<5260, 0>",13,10839667
"<5260, 0>",14,14494851
"<5260, 0>",15,17512178
"<5260, 0>",16,25306092
"<5260, 0>",17,40512123
"<5260, 0>",18,66697705
"<5260, 0>",19,129453628
"<5260, 0>",20,341331311
"<5261, 0>",1,0
"<5261, 0>",2,70
"<5261, 0>",3,378
"<5261, 0>",4,1932
"<5261, 0>",5,8599
"<5261, 0>",6,34646
"<5261, 0>",7,84371
"<5261, 0>",8,180085
"<5261, 0>",9,349680
"<5261, 0>",10,633439
"<5261, 0>",11,1087435
"<5261, 0>",12,1790563
"<5261, 0>",13,2851786
"<5261, 0>",14,4917656
"<5261, 0>",15,7424766
"<5261, 0>",16,13223702
"<5261, 0>",17,28307621
"<5261, 0>",18,56100356
"<5261, 0>",19,99970095
"<5261, 0>",20,342051651
"<5263, 0>",1,0
"<5263, 0>",2,70
"<5263, 0>",3,378
"<5263, 0>",4,1932
"<5263, 0>",5,8599
"<5263, 0>",6,34646
"<5263, 0>",7,84371
"<5263, 0>",8,180085
"<5263, 0>",9,349680
"<5263, 0>",10,633439
"<5263, 0>",11,1087435
"<5263, 0>",12,1790563
"<5263, 0>",13,2851786
"<5263, 0>",14,4917656
"<5263, 0>",15,7424766
"<5263, 0>",16,13223702
"<5263, 0>",17,28307621
"<5263, 0>",18,56100356
"<5263, 0>",19,99970095
"<5263, 0>",20,342051651
"<5264, 0>",1,0
"<5264, 0>",2,70
"<5264, 0>",3,378
"<5264, 0>",4,1932
"<5264, 0>",5,8599
"<5264, 0>",6,34646
"<5264, 0>",7,84371
"<5264, 0>",8,180085
"<5264, 0>",9,349680
"<5264, 0>",10,633439
"<5264, 0>",11,1087435
"<5264, 0>",12,1790563
"<5264, 0>",13,2851786
"<5264, 0>",14,4917656
"<5264, 0>",15,7424766
"<5264, 0>",16,13223702
"<5264, 0>",17,28307621
"<5264, 0>",18,56100356
"<5264, 0>",19,99970095
"<5264, 0>",20,342051651
"<5267, 0>",1,0
"<5267, 0>",2,199345
"<5267, 0>",3,485160
"<5267, 0>",4,886504
"<5267, 0>",5,1440883
"<5267, 0>",6,1918320
"<5267, 0>",7,2502106
"<5267, 0>",8,3212465
"<5267, 0>",9,4567976
"<5267, 0>",10,5706853
"<5267, 0>",11,7075086
"<5267, 0>",12,8713424
"<5267, 0>",13,10670072
"<5267, 0>",14,14325256
"<5267, 0>",15,17342583
"<5267, 0>",16,25102578
"<5267, 0>",17,40240771
"<5267, 0>",18,66324596
"<5267, 0>",19,128944843
"<5267, 0>",20,340652931
"<5268, 0>",1,0
"<5268, 0>",2,285815
"<5268, 0>",3,538410
"<5268, 0>",4,852804
"<5268, 0>",5,1241538
"<5268, 0>",6,1718975
